"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"161";"2025-10-23 18:47:51";"Push";"3300";"Shoulder Press (Machine)";"14";"40.0";"8";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Front Raise (Cable)";"15";"18.0";"14";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Front Raise (Cable)";"16";"11.0";"15";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Front Raise (Cable)";"17";"11.0";"12";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Front Raise (Cable)";"18";"8.5";"12";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Pushdown (Cable - Straight Bar)";"19";"46.0";"14";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Pushdown (Cable - Straight Bar)";"20";"30.5";"14";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Pushdown (Cable - Straight Bar)";"21";"46.0";"15";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Pushdown (Cable - Straight Bar)";"22";"32.5";"10";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Extension (Cable)";"23";"32.0";"15";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Extension (Cable)";"24";"20.5";"10";"";"";"";"";""
"161";"2025-10-23 18:47:51";"Push";"3300";"Triceps Extension (Cable)";"25";"29.5";"10";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Pull Up";"1";"0.0";"9";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Pull Up";"2";"0.0";"7";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Pull Up";"3";"0.0";"9";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Seated Wide-Grip Row (Cable)";"4";"59.0";"11";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Seated Wide-Grip Row (Cable)";"5";"45.5";"11";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Seated Wide-Grip Row (Cable)";"6";"52.5";"10";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Reverse Fly (Machine)";"7";"8.0";"10";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Reverse Fly (Machine)";"8";"9.0";"15";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Reverse Fly (Machine)";"9";"16.0";"11";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Reverse Fly (Machine)";"10";"12.5";"11";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Bicep Curl (Barbell)";"11";"20.5";"11";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Bicep Curl (Barbell)";"12";"20.5";"10";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Bicep Curl (Barbell)";"13";"29.0";"8";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Bicep Curl (Dumbbell)";"14";"17.5";"10";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Bicep Curl (Dumbbell)";"15";"16.5";"11";"";"";"";"";""
"162";"2025-10-24 09:59:44";"Pull";"4260";"Bicep Curl (Dumbbell)";"16";"15.0";"10";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Squat (Barbell)";"1";"56.0";"9";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Squat (Barbell)";"2";"80.0";"7";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Squat (Barbell)";"3";"106.5";"12";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Squat (Barbell)";"4";"90.5";"9";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Seated Leg Press (Machine)";"5";"158.5";"10";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Seated Leg Press (Machine)";"6";"161.5";"8";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Seated Leg Press (Machine)";"7";"186.0";"9";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Leg Extension (Machine)";"8";"39.0";"15";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Leg Extension (Machine)";"9";"48.5";"13";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Leg Extension (Machine)";"10";"53.5";"13";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Seated Leg Curl (Machine)";"11";"43.5";"15";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Seated Leg Curl (Machine)";"12";"48.0";"10";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Seated Leg Curl (Machine)";"13";"50.5";"10";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Abductor (Machine)";"14";"82.0";"10";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Abductor (Machine)";"15";"57.0";"15";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Abductor (Machine)";"16";"76.5";"15";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Adductor (Machine)";"17";"77.0";"14";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Adductor (Machine)";"18";"75.5";"10";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Adductor (Machine)";"19";"71.0";"15";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Hip Adductor (Machine)";"20";"65.5";"13";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Standing Calf Raise (Machine)";"21";"136.5";"18";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Standing Calf Raise (Machine)";"22";"110.5";"13";"";"";"";"";""
"163";"2025-10-27 08:23:46";"Leg Day";"5100";"Standing Calf Raise (Machine)";"23";"153.5";"14";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Bench Press (Barbell)";"1";"96.5";"6";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Bench Press (Barbell)";"2";"99.0";"11";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Bench Press (Barbell)";"3";"98.0";"6";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Bench Press (Barbell)";"4";"95.0";"6";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Bench Press (Barbell)";"5";"102.0";"6";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Incline Chest Press (Machine)";"6";"67.5";"12";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Incline Chest Press (Machine)";"7";"53.5";"10";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Incline Chest Press (Machine)";"8";"64.5";"11";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Chest Fly";"9";"20.0";"10";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Chest Fly";"10";"19.5";"15";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Chest Fly";"11";"17.5";"12";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Shoulder Press (Machine)";"12";"57.5";"9";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Shoulder Press (Machine)";"13";"48.5";"8";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Shoulder Press (Machine)";"14";"40.0";"12";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Front Raise (Cable)";"15";"11.5";"15";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Front Raise (Cable)";"16";"13.5";"12";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Front Raise (Cable)";"17";"9.5";"11";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Pushdown (Cable - Straight Bar)";"18";"30.5";"13";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Pushdown (Cable - Straight Bar)";"19";"39.5";"11";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Pushdown (Cable - Straight Bar)";"20";"41.5";"10";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Extension (Cable)";"21";"21.5";"14";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Extension (Cable)";"22";"29.0";"14";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Extension (Cable)";"23";"28.0";"13";"";"";"";"";""
"164";"2025-10-28 09:47:42";"Push";"3420";"Triceps Extension (Cable)";"24";"32.0";"13";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Running (Treadmill)";"1";"";"";"";"1687.0";"240.0";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Pull Up";"2";"0.0";"9";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Pull Up";"3";"0.0";"10";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Pull Up";"4";"0.0";"11";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Lat Pulldown (Cable)";"5";"73.0";"11";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Lat Pulldown (Cable)";"6";"43.0";"11";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Lat Pulldown (Cable)";"7";"62.5";"8";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Seated Wide-Grip Row (Cable)";"8";"56.0";"12";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Seated Wide-Grip Row (Cable)";"9";"60.0";"12";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Seated Wide-Grip Row (Cable)";"10";"43.0";"12";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Reverse Fly (Machine)";"11";"7.5";"13";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Reverse Fly (Machine)";"12";"16.5";"12";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Reverse Fly (Machine)";"13";"11.5";"15";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Reverse Fly (Machine)";"14";"16.5";"15";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Barbell)";"15";"19.5";"9";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Barbell)";"16";"25.5";"10";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Barbell)";"17";"35.5";"9";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Barbell)";"18";"33.5";"9";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Dumbbell)";"19";"12.0";"11";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Dumbbell)";"20";"19.0";"10";"";"";"";"";""
"165";"2025-10-30 19:06:16";"Pull";"3180";"Bicep Curl (Dumbbell)";"21";"9.5";"10";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Squat (Barbell)";"1";"103.5";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Squat (Barbell)";"2";"117.5";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Squat (Barbell)";"3";"112.5";"8";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Squat (Barbell)";"4";"94.5";"12";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Press (Machine)";"5";"112.0";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Press (Machine)";"6";"166.0";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Press (Machine)";"7";"151.0";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Leg Extension (Machine)";"8";"43.0";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Leg Extension (Machine)";"9";"64.0";"14";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Leg Extension (Machine)";"10";"64.0";"10";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Curl (Machine)";"11";"42.0";"10";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Curl (Machine)";"12";"37.5";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Curl (Machine)";"13";"47.0";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Seated Leg Curl (Machine)";"14";"55.0";"12";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Hip Abductor (Machine)";"15";"54.0";"14";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Hip Abductor (Machine)";"16";"59.5";"15";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Hip Abductor (Machine)";"17";"51.5";"12";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Hip Adductor (Machine)";"18";"79.0";"13";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Hip Adductor (Machine)";"19";"63.5";"11";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Hip Adductor (Machine)";"20";"77.5";"14";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Standing Calf Raise (Machine)";"21";"134.0";"16";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Standing Calf Raise (Machine)";"22";"107.0";"14";"";"";"";"";""
"166";"2025-10-31 08:06:16";"Leg Day";"4920";"Standing Calf Raise (Machine)";"23";"106.0";"14";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Running (Treadmill)";"1";"";"";"";"1198.0";"304.0";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Bench Press (Barbell)";"2";"77.0";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Bench Press (Barbell)";"3";"96.0";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Bench Press (Barbell)";"4";"78.5";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Seated Row (Cable)";"5";"58.5";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Seated Row (Cable)";"6";"49.5";"11";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Seated Row (Cable)";"7";"45.5";"11";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Shoulder Press (Plate Loaded)";"8";"33.5";"11";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Shoulder Press (Plate Loaded)";"9";"30.0";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Shoulder Press (Plate Loaded)";"10";"25.0";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Lat Pulldown (Cable)";"11";"54.5";"9";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Lat Pulldown (Cable)";"12";"61.5";"12";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Lat Pulldown (Cable)";"13";"42.5";"8";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Bicep Curl (Cable)";"14";"22.5";"12";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Bicep Curl (Cable)";"15";"21.5";"11";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Bicep Curl (Cable)";"16";"24.5";"11";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Triceps Extension (Machine)";"17";"29.5";"12";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Triceps Extension (Machine)";"18";"33.0";"10";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Triceps Extension (Machine)";"19";"28.5";"10";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Crunch (Machine)";"20";"58.0";"16";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Crunch (Machine)";"21";"43.5";"17";"";"";"";"";""
"167";"2025-11-03 16:48:52";"Upper Body";"3420";"Crunch (Machine)";"22";"40.5";"12";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Bench Press (Barbell)";"1";"66.5";"10";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Bench Press (Barbell)";"2";"71.5";"8";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Bench Press (Barbell)";"3";"82.5";"10";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Seated Row (Machine)";"4";"46.5";"11";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Seated Row (Machine)";"5";"66.5";"8";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Seated Row (Machine)";"6";"55.0";"8";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Bicep Curl (Machine)";"7";"33.5";"12";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Bicep Curl (Machine)";"8";"24.0";"12";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Bicep Curl (Machine)";"9";"34.0";"10";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Standing Calf Raise (Machine)";"10";"129.5";"20";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Standing Calf Raise (Machine)";"11";"133.0";"14";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Standing Calf Raise (Machine)";"12";"141.0";"19";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Standing Calf Raise (Machine)";"13";"131.0";"16";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Crunch (Machine)";"14";"41.5";"16";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Crunch (Machine)";"15";"41.0";"15";"";"";"";"";""
"168";"2025-11-04 07:40:43";"Full Body";"3840";"Crunch (Machine)";"16";"50.0";"12";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Bench Press (Barbell)";"1";"104.0";"6";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Bench Press (Barbell)";"2";"63.5";"8";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Bench Press (Barbell)";"3";"61.0";"11";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Bench Press (Barbell)";"4";"93.0";"6";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Bench Press (Barbell)";"5";"79.5";"10";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Incline Chest Press (Machine)";"6";"50.5";"11";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Incline Chest Press (Machine)";"7";"50.5";"10";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Incline Chest Press (Machine)";"8";"65.5";"10";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Chest Fly";"9";"20.0";"10";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Chest Fly";"10";"18.5";"12";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Chest Fly";"11";"17.5";"12";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Chest Fly";"12";"20.0";"11";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Shoulder Press (Machine)";"13";"54.5";"10";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Shoulder Press (Machine)";"14";"45.0";"12";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Shoulder Press (Machine)";"15";"41.5";"8";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Front Raise (Cable)";"16";"10.0";"11";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Front Raise (Cable)";"17";"8.5";"12";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Front Raise (Cable)";"18";"10.0";"12";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Triceps Pushdown (Cable - Straight Bar)";"19";"44.5";"15";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Triceps Pushdown (Cable - Straight Bar)";"20";"46.0";"13";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Triceps Pushdown (Cable - Straight Bar)";"21";"42.0";"11";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Triceps Extension (Cable)";"22";"24.0";"13";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Triceps Extension (Cable)";"23";"33.0";"10";"";"";"";"";""
"169";"2025-11-06 16:55:31";"Push";"4860";"Triceps Extension (Cable)";"24";"31.0";"15";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Running (Treadmill)";"1";"";"";"";"1053.0";"572.0";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Pull Up";"2";"0.0";"5";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Pull Up";"3";"0.0";"5";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Pull Up";"4";"0.0";"5";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Lat Pulldown (Cable)";"5";"51.5";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Lat Pulldown (Cable)";"6";"60.5";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Lat Pulldown (Cable)";"7";"71.5";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Seated Wide-Grip Row (Cable)";"8";"60.5";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Seated Wide-Grip Row (Cable)";"9";"58.0";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Seated Wide-Grip Row (Cable)";"10";"66.5";"8";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Seated Wide-Grip Row (Cable)";"11";"43.5";"9";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Reverse Fly (Machine)";"12";"18.5";"15";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Reverse Fly (Machine)";"13";"11.5";"15";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Reverse Fly (Machine)";"14";"6.5";"14";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Barbell)";"15";"22.5";"11";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Barbell)";"16";"24.0";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Barbell)";"17";"20.0";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Barbell)";"18";"20.0";"11";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Dumbbell)";"19";"15.5";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Dumbbell)";"20";"13.5";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Dumbbell)";"21";"12.0";"10";"";"";"";"";""
"170";"2025-11-07 09:13:33";"Pull";"4740";"Bicep Curl (Dumbbell)";"22";"14.0";"12";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Running (Treadmill)";"1";"";"";"";"1163.0";"406.0";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Squat (Barbell)";"2";"85.5";"6";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Squat (Barbell)";"3";"110.0";"8";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Squat (Barbell)";"4";"117.0";"8";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Squat (Barbell)";"5";"85.5";"9";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Seated Leg Press (Machine)";"6";"106.0";"12";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Seated Leg Press (Machine)";"7";"156.0";"10";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Seated Leg Press (Machine)";"8";"169.5";"9";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Leg Extension (Machine)";"9";"63.0";"13";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Leg Extension (Machine)";"10";"67.0";"11";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Leg Extension (Machine)";"11";"37.5";"10";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Seated Leg Curl (Machine)";"12";"58.0";"15";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Seated Leg Curl (Machine)";"13";"43.5";"15";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Seated Leg Curl (Machine)";"14";"48.5";"10";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Hip Abductor (Machine)";"15";"82.0";"14";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Hip Abductor (Machine)";"16";"69.0";"13";"";"";"";"";""
"171";"2025-11-10 12:28:39";"Leg Day";"4980";"Hip Abductor (Machine)";"17";"52.0";"10";"";"";"";"";""
"172";"2025-11-11 08:59:02";"Push";"3180";"Bench Press (Barbell)";"1";"73.0";"7";"";"";"";"";""
"172";"2025-11-11 08:59:02";"Push";"3180";"Bench Press (Barbell)";"2";"86.0";"10";"";"";"";"";""
"172";"2025-11-11 08:59:02";"Push";"3180";"Bench Press (Barbell)";"3";"68.5";"9";"";"";"";"";""
"172";"2025-11-11 08:59:02";"Push";"3180";"Bench Press (Barbell)";"4";"71.0";"12";"";"";"";"";""
"172";"2025-11-11 08:59:02";"Push";"3180";"Incline Chest Press (Machine)";"5";"59.5";"8";"";"";"";"";""
